Trial,TraderTypes,TotalProfit
trial1111,ZIP,2598.0
trial1112,MarketMaker,3642.0
trial1112,ZIP,3314.0
trial1113,MarketMaker,2380.0
trial1113,ZIP,2690.0
trial1114,MarketMaker,3555.0
trial1114,ZIP,2900.0
trial1115,MarketMaker,3583.0
trial1115,ZIP,2686.0
trial1116,MarketMaker,2947.0
trial1116,ZIP,3125.0
trial1117,MarketMaker,2898.0
trial1117,ZIP,3419.0
trial1118,MarketMaker,2439.0
trial1118,ZIP,2593.0
trial1119,MarketMaker,1739.0
trial1119,ZIP,3203.0
trial1120,MarketMaker,3202.0
trial1120,ZIP,3510.0
trial1121,MarketMaker,3091.0
trial1121,ZIP,2349.0
trial1122,MarketMaker,2391.0
trial1122,ZIP,3942.0
trial1123,MarketMaker,2419.0
trial1123,ZIP,3703.0
trial1124,MarketMaker,2196.0
trial1124,ZIP,3622.0
trial1125,MarketMaker,3152.0
trial1125,ZIP,2944.0
trial1126,MarketMaker,2569.0
trial1126,ZIP,3858.0
trial1127,MarketMaker,3548.0
trial1127,ZIP,3808.0
trial1128,MarketMaker,3088.0
trial1128,ZIP,3348.0
trial1129,MarketMaker,3124.0
trial1129,ZIP,2967.0
trial1130,MarketMaker,3076.0
trial1130,ZIP,2756.0
trial1131,MarketMaker,3132.0
trial1131,ZIP,2802.0
trial1132,MarketMaker,3379.0
trial1132,ZIP,2658.0
trial1133,MarketMaker,3605.0
trial1133,ZIP,3178.0
trial1134,MarketMaker,2779.0
trial1134,ZIP,3255.0
trial1135,MarketMaker,3111.0
trial1135,ZIP,3407.0
trial1136,MarketMaker,2824.0
trial1136,ZIP,2409.0
trial1137,MarketMaker,3848.0
trial1137,ZIP,3833.0
trial1138,MarketMaker,2801.0
trial1138,ZIP,3271.0
trial1139,MarketMaker,3453.0
trial1139,ZIP,3085.0
trial1140,MarketMaker,3207.0
trial1140,ZIP,3723.0
trial1141,MarketMaker,3110.0
trial1141,ZIP,3477.0
trial1142,MarketMaker,3491.0
trial1142,ZIP,3811.0
trial1143,MarketMaker,3061.0
trial1143,ZIP,4038.0
trial1144,MarketMaker,3039.0
trial1144,ZIP,2805.0
trial1145,MarketMaker,2910.0
trial1145,ZIP,3012.0
trial1146,MarketMaker,3522.0
trial1146,ZIP,4419.0
trial1147,MarketMaker,3546.0
trial1147,ZIP,1965.0
trial1148,MarketMaker,2754.0
trial1148,ZIP,3572.0
trial1149,MarketMaker,3889.0
trial1149,ZIP,3032.0
trial1150,MarketMaker,2999.0
trial1150,ZIP,3217.0
trial1151,MarketMaker,2271.0
trial1151,ZIP,3374.0
trial1152,MarketMaker,3417.0
trial1152,ZIP,3557.0
trial1153,MarketMaker,2768.0
trial1153,ZIP,4233.0
trial1154,MarketMaker,3827.0
trial1154,ZIP,3227.0
trial1155,MarketMaker,3308.0
trial1155,ZIP,3478.0
trial1156,MarketMaker,2678.0
trial1156,ZIP,3061.0
trial1157,MarketMaker,3201.0
trial1157,ZIP,3558.0
trial1158,MarketMaker,2746.0
trial1158,ZIP,2553.0
trial1159,MarketMaker,3460.0
trial1159,ZIP,3521.0
trial1160,MarketMaker,2620.0
trial1160,ZIP,3009.0
trial1161,MarketMaker,3255.0
trial1161,ZIP,3832.0
trial1162,MarketMaker,2708.0
trial1162,ZIP,4321.0
trial1163,MarketMaker,3426.0
trial1163,ZIP,3614.0
trial1164,MarketMaker,3140.0
trial1164,ZIP,2276.0
trial1165,MarketMaker,2865.0
trial1165,ZIP,3404.0
trial1166,MarketMaker,3194.0
trial1166,ZIP,3170.0
trial1167,MarketMaker,3654.0
trial1167,ZIP,3488.0
trial1168,MarketMaker,2842.0
trial1168,ZIP,3263.0
trial1169,MarketMaker,2140.0
trial1169,ZIP,3209.0
trial1170,MarketMaker,3135.0
trial1170,ZIP,2226.0
trial1171,MarketMaker,3125.0
trial1171,ZIP,3114.0
trial1172,MarketMaker,2671.0
trial1172,ZIP,2622.0
trial1173,MarketMaker,2460.0
trial1173,ZIP,3889.0
trial1174,MarketMaker,3327.0
trial1174,ZIP,3159.0
trial1175,MarketMaker,3374.0
trial1175,ZIP,3541.0
trial1176,MarketMaker,2637.0
trial1176,ZIP,3761.0
trial1177,MarketMaker,2945.0
trial1177,ZIP,3272.0
trial1178,MarketMaker,3019.0
trial1178,ZIP,3205.0
trial1179,MarketMaker,3617.0
trial1179,ZIP,3703.0
trial1180,MarketMaker,3246.0
trial1180,ZIP,3467.0
trial1181,MarketMaker,2628.0
trial1181,ZIP,3391.0
trial1182,MarketMaker,2654.0
trial1182,ZIP,4093.0
trial1183,MarketMaker,3315.0
trial1183,ZIP,4055.0
trial1184,MarketMaker,2404.0
trial1184,ZIP,4569.0
trial1185,MarketMaker,3142.0
trial1185,ZIP,2942.0
trial1186,MarketMaker,3066.0
trial1186,ZIP,3122.0
trial1187,MarketMaker,2577.0
trial1187,ZIP,2773.0
trial1188,MarketMaker,3774.0
trial1188,ZIP,2623.0
trial1189,MarketMaker,3419.0
trial1189,ZIP,3168.0
trial1190,MarketMaker,2461.0
trial1190,ZIP,3299.0
trial1191,MarketMaker,3676.0
trial1191,ZIP,2963.0
trial1192,MarketMaker,3111.0
trial1192,ZIP,3112.0
trial1193,MarketMaker,3015.0
trial1193,ZIP,3827.0
trial1194,MarketMaker,2755.0
trial1194,ZIP,4330.0
trial1195,MarketMaker,3932.0
trial1195,ZIP,3008.0
trial1196,MarketMaker,2774.0
trial1196,ZIP,3550.0
trial1197,MarketMaker,2737.0
trial1197,ZIP,3035.0
trial1198,MarketMaker,2773.0
trial1198,ZIP,3500.0
trial1199,MarketMaker,2607.0
trial1199,ZIP,3477.0
trial1200,MarketMaker,2807.0
trial1200,ZIP,2544.0
trial1201,MarketMaker,3114.0
trial1201,ZIP,3227.0
trial1202,MarketMaker,3372.0
trial1202,ZIP,2830.0
trial1203,MarketMaker,4159.0
trial1203,ZIP,2727.0
trial1204,MarketMaker,2871.0
trial1204,ZIP,3162.0
trial1205,MarketMaker,2652.0
trial1205,ZIP,3654.0
trial1206,MarketMaker,3089.0
trial1206,ZIP,4155.0
trial1207,MarketMaker,2687.0
trial1207,ZIP,3437.0
trial1208,MarketMaker,2649.0
trial1208,ZIP,2871.0
trial1209,MarketMaker,3603.0
trial1209,ZIP,2350.0
trial1210,MarketMaker,3014.0
trial1210,ZIP,3869.0
trial1211,MarketMaker,2725.0
trial1211,ZIP,3831.0
trial1212,MarketMaker,3691.0
trial1212,ZIP,3355.0
trial1213,MarketMaker,3641.0
trial1213,ZIP,3449.0
trial1214,MarketMaker,3057.0
trial1214,ZIP,2854.0
trial1215,MarketMaker,3583.0
trial1215,ZIP,3254.0
trial1216,MarketMaker,3801.0
trial1216,ZIP,2756.0
trial1217,MarketMaker,2892.0
trial1217,ZIP,3006.0
trial1218,MarketMaker,2914.0
trial1218,ZIP,3115.0
trial1219,MarketMaker,3336.0
trial1219,ZIP,3691.0
trial1220,MarketMaker,3375.0
trial1220,ZIP,3476.0
trial1221,MarketMaker,3008.0
trial1221,ZIP,3286.0
trial1222,MarketMaker,2142.0
trial1222,ZIP,2615.0
trial1223,MarketMaker,2979.0
trial1223,ZIP,3194.0
trial1224,MarketMaker,3517.0
trial1224,ZIP,2250.0
trial1225,MarketMaker,3258.0
trial1225,ZIP,3689.0
trial1226,MarketMaker,3035.0
trial1226,ZIP,3003.0
trial1227,MarketMaker,3239.0
trial1227,ZIP,3534.0
trial1228,MarketMaker,2685.0
trial1228,ZIP,2754.0
trial1229,MarketMaker,3217.0
trial1229,ZIP,2841.0
trial1230,MarketMaker,3608.0
trial1230,ZIP,3479.0
trial1231,MarketMaker,2867.0
trial1231,ZIP,3625.0
trial1232,MarketMaker,1980.0
trial1232,ZIP,3572.0
trial1233,MarketMaker,3164.0
trial1233,ZIP,3746.0
trial1234,MarketMaker,3448.0
trial1234,ZIP,2893.0
trial1235,MarketMaker,3455.0
trial1235,ZIP,2895.0
trial1236,MarketMaker,3573.0
trial1236,ZIP,3799.0
trial1237,MarketMaker,3164.0
trial1237,ZIP,3273.0
trial1238,MarketMaker,3295.0
trial1238,ZIP,2659.0
trial1239,MarketMaker,2990.0
trial1239,ZIP,2956.0
trial1240,MarketMaker,2991.0
trial1240,ZIP,3079.0
trial1241,MarketMaker,3486.0
trial1241,ZIP,3722.0
trial1242,MarketMaker,3182.0
trial1242,ZIP,3207.0
trial1243,MarketMaker,3217.0
trial1243,ZIP,4049.0
trial1244,MarketMaker,2398.0
trial1244,ZIP,3720.0
trial1245,MarketMaker,3173.0
trial1245,ZIP,3949.0
trial1246,MarketMaker,2769.0
trial1246,ZIP,3267.0
trial1247,MarketMaker,3270.0
trial1247,ZIP,3155.0
trial1248,MarketMaker,3248.0
trial1248,ZIP,3318.0
trial1249,MarketMaker,2964.0
trial1249,ZIP,3184.0
trial1250,MarketMaker,3560.0
trial1250,ZIP,3471.0
trial1251,MarketMaker,3808.0
trial1251,ZIP,2871.0
trial1252,MarketMaker,3630.0
trial1252,ZIP,3492.0
trial1253,MarketMaker,3328.0
trial1253,ZIP,3023.0
trial1254,MarketMaker,3316.0
trial1254,ZIP,3840.0
trial1255,MarketMaker,2502.0
trial1255,ZIP,3859.0
trial1256,MarketMaker,3022.0
trial1256,ZIP,3269.0
trial1257,MarketMaker,3321.0
trial1257,ZIP,2098.0
trial1258,MarketMaker,3268.0
trial1258,ZIP,2821.0
trial1259,MarketMaker,3349.0
trial1259,ZIP,3771.0
trial1260,MarketMaker,2292.0
trial1260,ZIP,3371.0
trial1261,MarketMaker,3530.0
trial1261,ZIP,3259.0
trial1262,MarketMaker,1942.0
trial1262,ZIP,4350.0
trial1263,MarketMaker,3932.0
trial1263,ZIP,3146.0
trial1264,MarketMaker,2858.0
trial1264,ZIP,3951.0
trial1265,MarketMaker,2885.0
trial1265,ZIP,3331.0
trial1266,MarketMaker,3254.0
trial1266,ZIP,2956.0
trial1267,MarketMaker,3256.0
trial1267,ZIP,3570.0
trial1268,MarketMaker,2973.0
trial1268,ZIP,3387.0
trial1269,MarketMaker,2897.0
trial1269,ZIP,2927.0
trial1270,MarketMaker,3028.0
trial1270,ZIP,3239.0
trial1271,MarketMaker,3581.0
trial1271,ZIP,3602.0
trial1272,MarketMaker,2886.0
trial1272,ZIP,3207.0
trial1273,MarketMaker,3282.0
trial1273,ZIP,2836.0
trial1274,MarketMaker,2762.0
trial1274,ZIP,3584.0
trial1275,MarketMaker,2687.0
trial1275,ZIP,3244.0
trial1276,MarketMaker,3543.0
trial1276,ZIP,3131.0
trial1277,MarketMaker,3233.0
trial1277,ZIP,3666.0
trial1278,MarketMaker,2589.0
trial1278,ZIP,3767.0
trial1279,MarketMaker,1771.0
trial1279,ZIP,2782.0
trial1280,MarketMaker,2966.0
trial1280,ZIP,2951.0
trial1281,MarketMaker,3477.0
trial1281,ZIP,3054.0
trial1282,MarketMaker,2724.0
trial1282,ZIP,2345.0
trial1283,MarketMaker,2625.0
trial1283,ZIP,3306.0
trial1284,MarketMaker,3003.0
trial1284,ZIP,3002.0
trial1285,MarketMaker,3283.0
trial1285,ZIP,2905.0
trial1286,MarketMaker,2455.0
trial1286,ZIP,3171.0
trial1287,MarketMaker,2446.0
trial1287,ZIP,3087.0
trial1288,MarketMaker,2969.0
trial1288,ZIP,2562.0
trial1289,MarketMaker,2511.0
trial1289,ZIP,3221.0
trial1290,MarketMaker,2527.0
trial1290,ZIP,3936.0
trial1291,MarketMaker,2466.0
trial1291,ZIP,3025.0
trial1292,MarketMaker,2930.0
trial1292,ZIP,3158.0
trial1293,MarketMaker,3259.0
trial1293,ZIP,2879.0
trial1294,MarketMaker,3645.0
trial1294,ZIP,2808.0
trial1295,MarketMaker,2925.0
trial1295,ZIP,3194.0
trial1296,MarketMaker,3067.0
trial1296,ZIP,3028.0
trial1297,MarketMaker,2888.0
trial1297,ZIP,3682.0
trial1298,MarketMaker,3042.0
trial1298,ZIP,3583.0
trial1299,MarketMaker,3166.0
trial1299,ZIP,3727.0
trial1300,MarketMaker,3515.0
trial1300,ZIP,3741.0
trial1301,MarketMaker,2767.0
trial1301,ZIP,1965.0
trial1302,MarketMaker,3203.0
trial1302,ZIP,3403.0
trial1303,MarketMaker,2931.0
trial1303,ZIP,3122.0
trial1304,MarketMaker,2644.0
trial1304,ZIP,3696.0
trial1305,MarketMaker,3195.0
trial1305,ZIP,2708.0
trial1306,MarketMaker,2485.0
trial1306,ZIP,3700.0
trial1307,MarketMaker,3844.0
trial1307,ZIP,2899.0
trial1308,MarketMaker,3632.0
trial1308,ZIP,3127.0
trial1309,MarketMaker,2978.0
trial1309,ZIP,3434.0
trial1310,MarketMaker,2000.0
trial1310,ZIP,3904.0
trial1311,MarketMaker,2872.0
trial1311,ZIP,2685.0
trial1312,MarketMaker,3331.0
trial1312,ZIP,3683.0
trial1313,MarketMaker,4041.0
trial1313,ZIP,3147.0
trial1314,MarketMaker,3459.0
trial1314,ZIP,3048.0
trial1315,MarketMaker,4044.0
trial1315,ZIP,3012.0
trial1316,MarketMaker,2648.0
trial1316,ZIP,2998.0
trial1317,MarketMaker,3337.0
trial1317,ZIP,3240.0
trial1318,MarketMaker,2297.0
trial1318,ZIP,2097.0
trial1319,MarketMaker,3088.0
trial1319,ZIP,3911.0
trial1320,MarketMaker,3155.0
trial1320,ZIP,3429.0
trial1321,MarketMaker,1956.0
trial1321,ZIP,4579.0
trial1322,MarketMaker,3287.0
trial1322,ZIP,3370.0
trial1323,MarketMaker,3410.0
trial1323,ZIP,2831.0
trial1324,MarketMaker,2587.0
trial1324,ZIP,2850.0
trial1325,MarketMaker,3316.0
trial1325,ZIP,3920.0
trial1326,MarketMaker,2162.0
trial1326,ZIP,3668.0
trial1327,MarketMaker,3385.0
trial1327,ZIP,2034.0
trial1328,MarketMaker,2431.0
trial1328,ZIP,2287.0
trial1329,MarketMaker,2950.0
trial1329,ZIP,2743.0
trial1330,MarketMaker,3097.0
trial1330,ZIP,3249.0
trial1331,MarketMaker,2763.0
trial1331,ZIP,4125.0
trial1332,MarketMaker,2921.0
trial1332,ZIP,3214.0
trial1333,MarketMaker,2922.0
trial1333,ZIP,2344.0
trial1334,MarketMaker,2699.0
trial1334,ZIP,4133.0
trial1335,MarketMaker,2787.0
trial1335,ZIP,3284.0
trial1336,MarketMaker,2758.0
trial1336,ZIP,3335.0
trial1337,MarketMaker,2692.0
trial1337,ZIP,3419.0
trial1338,MarketMaker,3120.0
trial1338,ZIP,3591.0
trial1339,MarketMaker,3099.0
trial1339,ZIP,2824.0
trial1340,MarketMaker,2728.0
trial1340,ZIP,3393.0
trial1341,MarketMaker,2781.0
trial1341,ZIP,2874.0
trial1342,MarketMaker,4253.0
trial1342,ZIP,3030.0
trial1343,MarketMaker,2332.0
trial1343,ZIP,3154.0
trial1344,MarketMaker,3561.0
trial1344,ZIP,3406.0
trial1345,MarketMaker,3004.0
trial1345,ZIP,2896.0
trial1346,MarketMaker,3513.0
trial1346,ZIP,2964.0
trial1347,MarketMaker,2510.0
trial1347,ZIP,3151.0
trial1348,MarketMaker,3119.0
trial1348,ZIP,2806.0
trial1349,MarketMaker,2753.0
trial1349,ZIP,3003.0
trial1350,MarketMaker,3776.0
trial1350,ZIP,3510.0
trial1351,MarketMaker,3874.0
trial1351,ZIP,3679.0
trial1352,MarketMaker,2696.0
trial1352,ZIP,3322.0
trial1353,MarketMaker,3059.0
trial1353,ZIP,3561.0
trial1354,MarketMaker,2846.0
trial1354,ZIP,3099.0
trial1355,MarketMaker,3039.0
trial1355,ZIP,3001.0
trial1356,MarketMaker,3772.0
trial1356,ZIP,3539.0
trial1357,MarketMaker,3760.0
trial1357,ZIP,2910.0
trial1358,MarketMaker,3107.0
trial1358,ZIP,3822.0
trial1359,MarketMaker,2959.0
trial1359,ZIP,3913.0
trial1360,MarketMaker,3338.0
trial1360,ZIP,3483.0
trial1361,MarketMaker,2740.0
trial1361,ZIP,3665.0
trial1362,MarketMaker,3196.0
trial1362,ZIP,2923.0
trial1363,MarketMaker,3173.0
trial1363,ZIP,3494.0
trial1364,MarketMaker,2803.0
trial1364,ZIP,2314.0
trial1365,MarketMaker,2466.0
trial1365,ZIP,3215.0
trial1366,MarketMaker,2948.0
trial1366,ZIP,3201.0
trial1367,MarketMaker,3339.0
trial1367,ZIP,3408.0
trial1368,MarketMaker,3280.0
trial1368,ZIP,3570.0
trial1369,MarketMaker,3378.0
trial1369,ZIP,2916.0
trial1370,MarketMaker,2931.0
trial1370,ZIP,3246.0
trial1371,MarketMaker,3527.0
trial1371,ZIP,2635.0
trial1372,MarketMaker,2751.0
trial1372,ZIP,3233.0
trial1373,MarketMaker,2569.0
trial1373,ZIP,3793.0
trial1374,MarketMaker,2667.0
trial1374,ZIP,4120.0
trial1375,MarketMaker,2467.0
trial1375,ZIP,3894.0
trial1376,MarketMaker,2858.0
trial1376,ZIP,3486.0
trial1377,MarketMaker,3866.0
trial1377,ZIP,2786.0
trial1378,MarketMaker,2832.0
trial1378,ZIP,2703.0
trial1379,MarketMaker,3999.0
trial1379,ZIP,3525.0
trial1380,MarketMaker,2967.0
trial1380,ZIP,3147.0
trial1381,MarketMaker,3629.0
trial1381,ZIP,3267.0
trial1382,MarketMaker,2759.0
trial1382,ZIP,3111.0
trial1383,MarketMaker,3097.0
trial1383,ZIP,3085.0
trial1384,MarketMaker,2899.0
trial1384,ZIP,3506.0
trial1385,MarketMaker,2888.0
trial1385,ZIP,3793.0
trial1386,MarketMaker,3522.0
trial1386,ZIP,3019.0
trial1387,MarketMaker,3104.0
trial1387,ZIP,3036.0
trial1388,MarketMaker,3556.0
trial1388,ZIP,2543.0
trial1389,MarketMaker,3691.0
trial1389,ZIP,4091.0
trial1390,MarketMaker,2045.0
trial1390,ZIP,3902.0
trial1391,MarketMaker,2558.0
trial1391,ZIP,3248.0
trial1392,MarketMaker,3550.0
trial1392,ZIP,2709.0
trial1393,MarketMaker,2160.0
trial1393,ZIP,3412.0
trial1394,MarketMaker,2435.0
trial1394,ZIP,3439.0
trial1395,MarketMaker,2757.0
trial1395,ZIP,2961.0
trial1396,MarketMaker,3642.0
trial1396,ZIP,2716.0
trial1397,MarketMaker,3345.0
trial1397,ZIP,3349.0
trial1398,MarketMaker,3191.0
trial1398,ZIP,2180.0
trial1399,MarketMaker,3559.0
trial1399,ZIP,4411.0
trial1400,MarketMaker,3286.0
trial1400,ZIP,2835.0
trial1401,MarketMaker,2027.0
trial1401,ZIP,3305.0
trial1402,MarketMaker,3539.0
trial1402,ZIP,3475.0
trial1403,MarketMaker,2922.0
trial1403,ZIP,2747.0
trial1404,MarketMaker,2490.0
trial1404,ZIP,3348.0
trial1405,MarketMaker,2955.0
trial1405,ZIP,2620.0
trial1406,MarketMaker,3180.0
trial1406,ZIP,3804.0
trial1407,MarketMaker,2575.0
trial1407,ZIP,3565.0
trial1408,MarketMaker,3425.0
trial1408,ZIP,3353.0
trial1409,MarketMaker,3055.0
trial1409,ZIP,3312.0
trial1410,MarketMaker,3589.0
trial1410,ZIP,3231.0
trial1411,MarketMaker,2855.0
trial1411,ZIP,3040.0
trial1412,MarketMaker,3576.0
trial1412,ZIP,2902.0
trial1413,MarketMaker,2697.0
trial1413,ZIP,2622.0
trial1414,MarketMaker,3209.0
trial1414,ZIP,3047.0
trial1415,MarketMaker,1657.0
trial1415,ZIP,3602.0
trial1416,MarketMaker,3137.0
trial1416,ZIP,3133.0
trial1417,MarketMaker,3256.0
trial1417,ZIP,3051.0
trial1418,MarketMaker,3128.0
trial1418,ZIP,3998.0
trial1419,MarketMaker,3007.0
trial1419,ZIP,2804.0
trial1420,MarketMaker,3551.0
trial1420,ZIP,2748.0
trial1421,MarketMaker,3192.0
trial1421,ZIP,3303.0
trial1422,MarketMaker,2651.0
trial1422,ZIP,3760.0
trial1423,MarketMaker,2288.0
trial1423,ZIP,3197.0
trial1424,MarketMaker,3608.0
trial1424,ZIP,3745.0
trial1425,MarketMaker,2954.0
trial1425,ZIP,3764.0
trial1426,MarketMaker,2968.0
trial1426,ZIP,3011.0
trial1427,MarketMaker,3082.0
trial1427,ZIP,3458.0
trial1428,MarketMaker,2620.0
trial1428,ZIP,2596.0
trial1429,MarketMaker,2524.0
trial1429,ZIP,2962.0
trial1430,MarketMaker,3141.0
trial1430,ZIP,3403.0
trial1431,MarketMaker,3508.0
trial1431,ZIP,3108.0
trial1432,MarketMaker,3046.0
trial1432,ZIP,2926.0
trial1433,MarketMaker,3648.0
trial1433,ZIP,3221.0
trial1434,MarketMaker,3104.0
trial1434,ZIP,3390.0
trial1435,MarketMaker,2931.0
trial1435,ZIP,2343.0
trial1436,MarketMaker,3216.0
trial1436,ZIP,3417.0
trial1437,MarketMaker,2302.0
trial1437,ZIP,2664.0
trial1438,MarketMaker,3616.0
trial1438,ZIP,3275.0
trial1439,MarketMaker,2420.0
trial1439,ZIP,2643.0
trial1440,MarketMaker,3518.0
trial1440,ZIP,2672.0
trial1441,MarketMaker,3290.0
trial1441,ZIP,3168.0
trial1442,MarketMaker,3059.0
trial1442,ZIP,3408.0
trial1443,MarketMaker,3725.0
trial1443,ZIP,3238.0
trial1444,MarketMaker,2245.0
trial1444,ZIP,3245.0
trial1445,MarketMaker,3398.0
trial1445,ZIP,3798.0
trial1446,MarketMaker,3533.0
trial1446,ZIP,3467.0
trial1447,MarketMaker,3006.0
trial1447,ZIP,3592.0
trial1448,MarketMaker,2615.0
trial1448,ZIP,3627.0
trial1449,MarketMaker,3292.0
trial1449,ZIP,3217.0
trial1450,MarketMaker,3394.0
trial1450,ZIP,2926.0
trial1451,MarketMaker,2872.0
trial1451,ZIP,3183.0
trial1452,MarketMaker,2794.0
trial1452,ZIP,3537.0
trial1453,MarketMaker,2785.0
trial1453,ZIP,3228.0
trial1454,MarketMaker,2347.0
trial1454,ZIP,3065.0
trial1455,MarketMaker,3271.0
trial1455,ZIP,2541.0
trial1456,MarketMaker,3263.0
trial1456,ZIP,3448.0
trial1457,MarketMaker,2931.0
trial1457,ZIP,3497.0
trial1458,MarketMaker,3298.0
trial1458,ZIP,2936.0
trial1459,MarketMaker,3700.0
trial1459,ZIP,2478.0
trial1460,MarketMaker,3239.0
trial1460,ZIP,3690.0
trial1461,MarketMaker,2925.0
trial1461,ZIP,3315.0
trial1462,MarketMaker,3285.0
trial1462,ZIP,3987.0
trial1463,MarketMaker,3811.0
trial1463,ZIP,2716.0
trial1464,MarketMaker,3572.0
trial1464,ZIP,4038.0
trial1465,MarketMaker,3258.0
trial1465,ZIP,3187.0
trial1466,MarketMaker,3314.0
trial1466,ZIP,3015.0
trial1467,MarketMaker,3423.0
trial1467,ZIP,3054.0
trial1468,MarketMaker,3173.0
trial1468,ZIP,3999.0
trial1469,MarketMaker,2277.0
trial1469,ZIP,3791.0
trial1470,MarketMaker,3005.0
trial1470,ZIP,2775.0
trial1471,MarketMaker,3088.0
trial1471,ZIP,3513.0
trial1472,MarketMaker,3738.0
trial1472,ZIP,3366.0
trial1473,MarketMaker,3065.0
trial1473,ZIP,3094.0
trial1474,MarketMaker,3401.0
trial1474,ZIP,3148.0
trial1475,MarketMaker,2366.0
trial1475,ZIP,3102.0
trial1476,MarketMaker,3063.0
trial1476,ZIP,3430.0
trial1477,MarketMaker,2947.0
trial1477,ZIP,3329.0
trial1478,MarketMaker,2898.0
trial1478,ZIP,2598.0
trial1479,MarketMaker,3225.0
trial1479,ZIP,4230.0
trial1480,MarketMaker,2827.0
trial1480,ZIP,4034.0
trial1481,MarketMaker,3097.0
trial1481,ZIP,3520.0
trial1482,MarketMaker,3892.0
trial1482,ZIP,3283.0
trial1483,MarketMaker,2704.0
trial1483,ZIP,3051.0
trial1484,MarketMaker,2744.0
trial1484,ZIP,3055.0
trial1485,MarketMaker,3539.0
trial1485,ZIP,3445.0
trial1486,MarketMaker,2432.0
trial1486,ZIP,3078.0
trial1487,MarketMaker,2706.0
trial1487,ZIP,3324.0
trial1488,MarketMaker,3346.0
trial1488,ZIP,2813.0
trial1489,MarketMaker,3500.0
trial1489,ZIP,2478.0
trial1490,MarketMaker,2996.0
trial1490,ZIP,3196.0
trial1491,MarketMaker,2965.0
trial1491,ZIP,2807.0
trial1492,MarketMaker,2973.0
trial1492,ZIP,3327.0
trial1493,MarketMaker,3718.0
trial1493,ZIP,2407.0
trial1494,MarketMaker,3072.0
trial1494,ZIP,3236.0
trial1495,MarketMaker,3223.0
trial1495,ZIP,3110.0
trial1496,MarketMaker,3489.0
trial1496,ZIP,3707.0
trial1497,MarketMaker,3451.0
trial1497,ZIP,3265.0
trial1498,MarketMaker,3093.0
trial1498,ZIP,4120.0
trial1499,MarketMaker,2538.0
trial1499,ZIP,2327.0
trial1500,MarketMaker,3056.0
trial1500,ZIP,3502.0
trial1501,MarketMaker,3221.0
trial1501,ZIP,2832.0
trial1502,MarketMaker,2318.0
trial1502,ZIP,3552.0
trial1503,MarketMaker,3162.0
trial1503,ZIP,3074.0
trial1504,MarketMaker,3443.0
trial1504,ZIP,3171.0
trial1505,MarketMaker,3226.0
trial1505,ZIP,2611.0
trial1506,MarketMaker,2806.0
trial1506,ZIP,3146.0
trial1507,MarketMaker,3300.0
trial1507,ZIP,4150.0
trial1508,MarketMaker,3594.0
trial1508,ZIP,3321.0
trial1509,MarketMaker,3052.0
trial1509,ZIP,3265.0
trial1510,MarketMaker,3185.0
trial1510,ZIP,3336.0
trial1511,MarketMaker,3106.0
trial1511,ZIP,3458.0
trial1512,MarketMaker,3501.0
trial1512,ZIP,3622.0
trial1513,MarketMaker,3349.0
trial1513,ZIP,3036.0
trial1514,MarketMaker,2892.0
trial1514,ZIP,2533.0
trial1515,MarketMaker,2886.0
trial1515,ZIP,3216.0
trial1516,MarketMaker,2757.0
trial1516,ZIP,3902.0
trial1517,MarketMaker,2852.0
trial1517,ZIP,3087.0
trial1518,MarketMaker,3302.0
trial1518,ZIP,2432.0
trial1519,MarketMaker,2564.0
trial1519,ZIP,3119.0
trial1520,MarketMaker,3056.0
trial1520,ZIP,2743.0
trial1521,MarketMaker,4276.0
trial1521,ZIP,2757.0
trial1522,MarketMaker,3292.0
trial1522,ZIP,3535.0
trial1523,MarketMaker,3021.0
trial1523,ZIP,3436.0
trial1524,MarketMaker,3955.0
trial1524,ZIP,2607.0
trial1525,MarketMaker,2774.0
trial1525,ZIP,3344.0
trial1526,MarketMaker,3387.0
trial1526,ZIP,2816.0
trial1527,MarketMaker,2042.0
trial1527,ZIP,3528.0
trial1528,MarketMaker,4028.0
trial1528,ZIP,3680.0
trial1529,MarketMaker,2559.0
trial1529,ZIP,2724.0
trial1530,MarketMaker,2286.0
trial1530,ZIP,3907.0
trial1531,MarketMaker,3479.0
trial1531,ZIP,2166.0
trial1532,MarketMaker,2818.0
trial1532,ZIP,2770.0
trial1533,MarketMaker,3329.0
trial1533,ZIP,3214.0
trial1534,MarketMaker,2862.0
trial1534,ZIP,3279.0
trial1535,MarketMaker,2751.0
trial1535,ZIP,3894.0
trial1536,MarketMaker,2734.0
trial1536,ZIP,3289.0
trial1537,MarketMaker,2554.0
trial1537,ZIP,2956.0
trial1538,MarketMaker,2929.0
trial1538,ZIP,3101.0
trial1539,MarketMaker,2954.0
trial1539,ZIP,3029.0
trial1540,MarketMaker,3512.0
trial1540,ZIP,3964.0
trial1541,MarketMaker,3654.0
trial1541,ZIP,2601.0
trial1542,MarketMaker,2610.0
trial1542,ZIP,3993.0
trial1543,MarketMaker,2915.0
trial1543,ZIP,2898.0
trial1544,MarketMaker,3156.0
trial1544,ZIP,3900.0
trial1545,MarketMaker,2558.0
trial1545,ZIP,2592.0
trial1546,MarketMaker,2554.0
trial1546,ZIP,2046.0
trial1547,MarketMaker,3247.0
trial1547,ZIP,3868.0
