Trial,TraderTypes,TotalProfit
trial2363,GVWY,3010.0
trial2364,MarketMaker,3578.0
trial2364,GVWY,2968.0
trial2365,MarketMaker,2929.0
trial2365,GVWY,3714.0
trial2366,MarketMaker,3270.0
trial2366,GVWY,3516.0
trial2367,MarketMaker,3360.0
trial2367,GVWY,3207.0
trial2368,MarketMaker,3388.0
trial2368,GVWY,3978.0
trial2369,MarketMaker,2830.0
trial2369,GVWY,2846.0
trial2370,MarketMaker,2972.0
trial2370,GVWY,3797.0
trial2371,MarketMaker,1937.0
trial2371,GVWY,3393.0
trial2372,MarketMaker,3656.0
trial2372,GVWY,3697.0
trial2373,MarketMaker,2851.0
trial2373,GVWY,3934.0
trial2374,MarketMaker,3126.0
trial2374,GVWY,3401.0
trial2375,MarketMaker,3307.0
trial2375,GVWY,2923.0
trial2376,MarketMaker,4126.0
trial2376,GVWY,2648.0
trial2377,MarketMaker,3597.0
trial2377,GVWY,3369.0
trial2378,MarketMaker,2599.0
trial2378,GVWY,2912.0
trial2379,MarketMaker,3672.0
trial2379,GVWY,3247.0
trial2380,MarketMaker,3393.0
trial2380,GVWY,2664.0
trial2381,MarketMaker,2855.0
trial2381,GVWY,3645.0
trial2382,MarketMaker,3146.0
trial2382,GVWY,3302.0
trial2383,MarketMaker,2767.0
trial2383,GVWY,4245.0
trial2384,MarketMaker,3241.0
trial2384,GVWY,3391.0
trial2385,MarketMaker,3202.0
trial2385,GVWY,3155.0
trial2386,MarketMaker,3816.0
trial2386,GVWY,3877.0
trial2387,MarketMaker,3935.0
trial2387,GVWY,3969.0
trial2388,MarketMaker,3177.0
trial2388,GVWY,3369.0
trial2389,MarketMaker,3116.0
trial2389,GVWY,3190.0
trial2390,MarketMaker,4217.0
trial2390,GVWY,2767.0
trial2391,MarketMaker,3072.0
trial2391,GVWY,3018.0
trial2392,MarketMaker,3574.0
trial2392,GVWY,3490.0
trial2393,MarketMaker,3061.0
trial2393,GVWY,2157.0
trial2394,MarketMaker,3860.0
trial2394,GVWY,3886.0
trial2395,MarketMaker,4026.0
trial2395,GVWY,3568.0
trial2396,MarketMaker,3279.0
trial2396,GVWY,2882.0
trial2397,MarketMaker,3637.0
trial2397,GVWY,3653.0
trial2398,MarketMaker,2395.0
trial2398,GVWY,3286.0
trial2399,MarketMaker,3505.0
trial2399,GVWY,3592.0
trial2400,MarketMaker,3297.0
trial2400,GVWY,2519.0
trial2401,MarketMaker,3501.0
trial2401,GVWY,3186.0
trial2402,MarketMaker,3507.0
trial2402,GVWY,3311.0
trial2403,MarketMaker,2846.0
trial2403,GVWY,3500.0
trial2404,MarketMaker,4610.0
trial2404,GVWY,2955.0
trial2405,MarketMaker,3408.0
trial2405,GVWY,3426.0
trial2406,MarketMaker,3493.0
trial2406,GVWY,3136.0
trial2407,MarketMaker,3869.0
trial2407,GVWY,2952.0
trial2408,MarketMaker,3735.0
trial2408,GVWY,3965.0
trial2409,MarketMaker,4110.0
trial2409,GVWY,3068.0
trial2410,MarketMaker,3845.0
trial2410,GVWY,3077.0
trial2411,MarketMaker,3596.0
trial2411,GVWY,3252.0
trial2412,MarketMaker,3783.0
trial2412,GVWY,3197.0
trial2413,MarketMaker,2707.0
trial2413,GVWY,3315.0
trial2414,MarketMaker,3474.0
trial2414,GVWY,3949.0
trial2415,MarketMaker,2935.0
trial2415,GVWY,3367.0
trial2416,MarketMaker,2494.0
trial2416,GVWY,4280.0
trial2417,MarketMaker,3856.0
trial2417,GVWY,3193.0
trial2418,MarketMaker,3353.0
trial2418,GVWY,3262.0
trial2419,MarketMaker,3264.0
trial2419,GVWY,4686.0
trial2420,MarketMaker,2630.0
trial2420,GVWY,3291.0
trial2421,MarketMaker,3443.0
trial2421,GVWY,3711.0
trial2422,MarketMaker,3426.0
trial2422,GVWY,2839.0
trial2423,MarketMaker,2941.0
trial2423,GVWY,3348.0
trial2424,MarketMaker,4316.0
trial2424,GVWY,3444.0
trial2425,MarketMaker,2560.0
trial2425,GVWY,4443.0
trial2426,MarketMaker,3629.0
trial2426,GVWY,3908.0
trial2427,MarketMaker,3245.0
trial2427,GVWY,3243.0
trial2428,MarketMaker,3716.0
trial2428,GVWY,3329.0
trial2429,MarketMaker,2358.0
trial2429,GVWY,3796.0
trial2430,MarketMaker,3151.0
trial2430,GVWY,2382.0
trial2431,MarketMaker,3171.0
trial2431,GVWY,3495.0
trial2432,MarketMaker,4005.0
trial2432,GVWY,3172.0
trial2433,MarketMaker,3712.0
trial2433,GVWY,3506.0
trial2434,MarketMaker,3278.0
trial2434,GVWY,3661.0
trial2435,MarketMaker,3228.0
trial2435,GVWY,3770.0
trial2436,MarketMaker,3294.0
trial2436,GVWY,3233.0
trial2437,MarketMaker,3572.0
trial2437,GVWY,3325.0
trial2438,MarketMaker,3954.0
trial2438,GVWY,3018.0
trial2439,MarketMaker,4206.0
trial2439,GVWY,3021.0
trial2440,MarketMaker,4529.0
trial2440,GVWY,2926.0
trial2441,MarketMaker,3275.0
trial2441,GVWY,3634.0
trial2442,MarketMaker,3434.0
trial2442,GVWY,3503.0
trial2443,MarketMaker,2260.0
trial2443,GVWY,3437.0
trial2444,MarketMaker,3085.0
trial2444,GVWY,4317.0
trial2445,MarketMaker,3355.0
trial2445,GVWY,3842.0
trial2446,MarketMaker,3262.0
trial2446,GVWY,3099.0
trial2447,MarketMaker,3341.0
trial2447,GVWY,3897.0
trial2448,MarketMaker,3556.0
trial2448,GVWY,3228.0
trial2449,MarketMaker,3468.0
trial2449,GVWY,3366.0
trial2450,MarketMaker,3064.0
trial2450,GVWY,2810.0
trial2451,MarketMaker,3484.0
trial2451,GVWY,3330.0
trial2452,MarketMaker,2939.0
trial2452,GVWY,2615.0
trial2453,MarketMaker,3086.0
trial2453,GVWY,4147.0
trial2454,MarketMaker,3635.0
trial2454,GVWY,3092.0
trial2455,MarketMaker,2436.0
trial2455,GVWY,4113.0
trial2456,MarketMaker,2146.0
trial2456,GVWY,3290.0
trial2457,MarketMaker,3289.0
trial2457,GVWY,3898.0
trial2458,MarketMaker,3771.0
trial2458,GVWY,3165.0
trial2459,MarketMaker,2980.0
trial2459,GVWY,3521.0
trial2460,MarketMaker,3161.0
trial2460,GVWY,3619.0
trial2461,MarketMaker,3489.0
trial2461,GVWY,3799.0
trial2462,MarketMaker,4041.0
trial2462,GVWY,3454.0
trial2463,MarketMaker,3479.0
trial2463,GVWY,3839.0
trial2464,MarketMaker,3293.0
trial2464,GVWY,3124.0
trial2465,MarketMaker,2257.0
trial2465,GVWY,4044.0
trial2466,MarketMaker,2544.0
trial2466,GVWY,3747.0
trial2467,MarketMaker,4276.0
trial2467,GVWY,2232.0
trial2468,MarketMaker,3857.0
trial2468,GVWY,3277.0
trial2469,MarketMaker,3334.0
trial2469,GVWY,3431.0
trial2470,MarketMaker,3178.0
trial2470,GVWY,4085.0
trial2471,MarketMaker,3784.0
trial2471,GVWY,4107.0
trial2472,MarketMaker,3979.0
trial2472,GVWY,3225.0
trial2473,MarketMaker,3337.0
trial2473,GVWY,3149.0
trial2474,MarketMaker,3547.0
trial2474,GVWY,3804.0
trial2475,MarketMaker,2641.0
trial2475,GVWY,3154.0
trial2476,MarketMaker,4103.0
trial2476,GVWY,3691.0
trial2477,MarketMaker,2953.0
trial2477,GVWY,3230.0
trial2478,MarketMaker,2772.0
trial2478,GVWY,3423.0
trial2479,MarketMaker,3095.0
trial2479,GVWY,3704.0
trial2480,MarketMaker,3036.0
trial2480,GVWY,3904.0
trial2481,MarketMaker,3389.0
trial2481,GVWY,3377.0
trial2482,MarketMaker,3609.0
trial2482,GVWY,3058.0
trial2483,MarketMaker,2985.0
trial2483,GVWY,3740.0
trial2484,MarketMaker,3423.0
trial2484,GVWY,3597.0
trial2485,MarketMaker,3055.0
trial2485,GVWY,3404.0
trial2486,MarketMaker,3912.0
trial2486,GVWY,3167.0
trial2487,MarketMaker,3823.0
trial2487,GVWY,3587.0
trial2488,MarketMaker,3209.0
trial2488,GVWY,3080.0
trial2489,MarketMaker,2888.0
trial2489,GVWY,3444.0
trial2490,MarketMaker,2981.0
trial2490,GVWY,3064.0
trial2491,MarketMaker,4145.0
trial2491,GVWY,2295.0
trial2492,MarketMaker,2986.0
trial2492,GVWY,4089.0
trial2493,MarketMaker,4127.0
trial2493,GVWY,3231.0
trial2494,MarketMaker,3877.0
trial2494,GVWY,2974.0
trial2495,MarketMaker,3211.0
trial2495,GVWY,3725.0
trial2496,MarketMaker,3449.0
trial2496,GVWY,3467.0
trial2497,MarketMaker,2507.0
trial2497,GVWY,3757.0
trial2498,MarketMaker,3323.0
trial2498,GVWY,3398.0
trial2499,MarketMaker,3692.0
trial2499,GVWY,2897.0
trial2500,MarketMaker,3824.0
trial2500,GVWY,2848.0
trial2501,MarketMaker,3536.0
trial2501,GVWY,4351.0
trial2502,MarketMaker,4171.0
trial2502,GVWY,2742.0
trial2503,MarketMaker,3649.0
trial2503,GVWY,2802.0
trial2504,MarketMaker,3266.0
trial2504,GVWY,3189.0
trial2505,MarketMaker,4169.0
trial2505,GVWY,3398.0
trial2506,MarketMaker,2143.0
trial2506,GVWY,4190.0
trial2507,MarketMaker,2560.0
trial2507,GVWY,4167.0
trial2508,MarketMaker,3400.0
trial2508,GVWY,3327.0
trial2509,MarketMaker,3351.0
trial2509,GVWY,3031.0
trial2510,MarketMaker,3568.0
trial2510,GVWY,3761.0
trial2511,MarketMaker,3477.0
trial2511,GVWY,3417.0
trial2512,MarketMaker,3234.0
trial2512,GVWY,3405.0
trial2513,MarketMaker,3597.0
trial2513,GVWY,4017.0
trial2514,MarketMaker,3716.0
trial2514,GVWY,4101.0
trial2515,MarketMaker,2837.0
trial2515,GVWY,4062.0
trial2516,MarketMaker,3651.0
trial2516,GVWY,3052.0
trial2517,MarketMaker,1870.0
trial2517,GVWY,3941.0
trial2518,MarketMaker,2719.0
trial2518,GVWY,3883.0
trial2519,MarketMaker,3304.0
trial2519,GVWY,3602.0
trial2520,MarketMaker,2988.0
trial2520,GVWY,3730.0
trial2521,MarketMaker,3046.0
trial2521,GVWY,3407.0
trial2522,MarketMaker,3646.0
trial2522,GVWY,4318.0
trial2523,MarketMaker,3420.0
trial2523,GVWY,3863.0
trial2524,MarketMaker,3406.0
trial2524,GVWY,3954.0
trial2525,MarketMaker,2207.0
trial2525,GVWY,3812.0
trial2526,MarketMaker,3348.0
trial2526,GVWY,3861.0
trial2527,MarketMaker,3096.0
trial2527,GVWY,4310.0
trial2528,MarketMaker,3413.0
trial2528,GVWY,3723.0
trial2529,MarketMaker,3566.0
trial2529,GVWY,3584.0
trial2530,MarketMaker,3122.0
trial2530,GVWY,3224.0
trial2531,MarketMaker,3498.0
trial2531,GVWY,3456.0
trial2532,MarketMaker,3781.0
trial2532,GVWY,4568.0
trial2533,MarketMaker,4009.0
trial2533,GVWY,4542.0
trial2534,MarketMaker,3428.0
trial2534,GVWY,2953.0
trial2535,MarketMaker,2728.0
trial2535,GVWY,3752.0
trial2536,MarketMaker,3851.0
trial2536,GVWY,3417.0
trial2537,MarketMaker,3281.0
trial2537,GVWY,2964.0
trial2538,MarketMaker,3805.0
trial2538,GVWY,2870.0
trial2539,MarketMaker,3730.0
trial2539,GVWY,3705.0
trial2540,MarketMaker,3715.0
trial2540,GVWY,3231.0
trial2541,MarketMaker,2755.0
trial2541,GVWY,3729.0
trial2542,MarketMaker,4131.0
trial2542,GVWY,3035.0
trial2543,MarketMaker,3493.0
trial2543,GVWY,3498.0
trial2544,MarketMaker,2973.0
trial2544,GVWY,4096.0
trial2545,MarketMaker,3061.0
trial2545,GVWY,4146.0
trial2546,MarketMaker,4590.0
trial2546,GVWY,3484.0
trial2547,MarketMaker,3902.0
trial2547,GVWY,3813.0
trial2548,MarketMaker,3043.0
trial2548,GVWY,3632.0
trial2549,MarketMaker,4719.0
trial2549,GVWY,2423.0
trial2550,MarketMaker,3547.0
trial2550,GVWY,4092.0
trial2551,MarketMaker,3037.0
trial2551,GVWY,2856.0
trial2552,MarketMaker,3396.0
trial2552,GVWY,3154.0
trial2553,MarketMaker,2642.0
trial2553,GVWY,3317.0
trial2554,MarketMaker,3538.0
trial2554,GVWY,3892.0
trial2555,MarketMaker,2595.0
trial2555,GVWY,3827.0
trial2556,MarketMaker,2939.0
trial2556,GVWY,3045.0
trial2557,MarketMaker,3128.0
trial2557,GVWY,3109.0
trial2558,MarketMaker,3506.0
trial2558,GVWY,3951.0
trial2559,MarketMaker,3688.0
trial2559,GVWY,3069.0
trial2560,MarketMaker,3560.0
trial2560,GVWY,2714.0
trial2561,MarketMaker,2898.0
trial2561,GVWY,3876.0
trial2562,MarketMaker,3256.0
trial2562,GVWY,3087.0
trial2563,MarketMaker,3576.0
trial2563,GVWY,3113.0
trial2564,MarketMaker,3253.0
trial2564,GVWY,2035.0
trial2565,MarketMaker,3303.0
trial2565,GVWY,2979.0
trial2566,MarketMaker,3297.0
trial2566,GVWY,3462.0
trial2567,MarketMaker,3305.0
trial2567,GVWY,2982.0
trial2568,MarketMaker,3024.0
trial2568,GVWY,4259.0
trial2569,MarketMaker,2637.0
trial2569,GVWY,3921.0
trial2570,MarketMaker,4139.0
trial2570,GVWY,3810.0
trial2571,MarketMaker,3177.0
trial2571,GVWY,3282.0
trial2572,MarketMaker,3038.0
trial2572,GVWY,2992.0
trial2573,MarketMaker,2647.0
trial2573,GVWY,3715.0
trial2574,MarketMaker,3517.0
trial2574,GVWY,3111.0
trial2575,MarketMaker,4060.0
trial2575,GVWY,2745.0
trial2576,MarketMaker,3018.0
trial2576,GVWY,3388.0
trial2577,MarketMaker,2659.0
trial2577,GVWY,3201.0
trial2578,MarketMaker,3194.0
trial2578,GVWY,3207.0
trial2579,MarketMaker,4053.0
trial2579,GVWY,3590.0
trial2580,MarketMaker,2956.0
trial2580,GVWY,3639.0
trial2581,MarketMaker,3655.0
trial2581,GVWY,3831.0
trial2582,MarketMaker,3773.0
trial2582,GVWY,3304.0
trial2583,MarketMaker,3281.0
trial2583,GVWY,2915.0
trial2584,MarketMaker,3039.0
trial2584,GVWY,3976.0
trial2585,MarketMaker,3350.0
trial2585,GVWY,2902.0
trial2586,MarketMaker,3091.0
trial2586,GVWY,3351.0
trial2587,MarketMaker,4070.0
trial2587,GVWY,3806.0
trial2588,MarketMaker,2799.0
trial2588,GVWY,3407.0
trial2589,MarketMaker,3954.0
trial2589,GVWY,3472.0
trial2590,MarketMaker,3318.0
trial2590,GVWY,2202.0
trial2591,MarketMaker,3901.0
trial2591,GVWY,3413.0
trial2592,MarketMaker,3610.0
trial2592,GVWY,3928.0
trial2593,MarketMaker,2936.0
trial2593,GVWY,3728.0
trial2594,MarketMaker,2902.0
trial2594,GVWY,3611.0
trial2595,MarketMaker,3989.0
trial2595,GVWY,3619.0
trial2596,MarketMaker,2967.0
trial2596,GVWY,3547.0
trial2597,MarketMaker,3680.0
trial2597,GVWY,3289.0
trial2598,MarketMaker,3280.0
trial2598,GVWY,3840.0
trial2599,MarketMaker,3760.0
trial2599,GVWY,2683.0
trial2600,MarketMaker,3262.0
trial2600,GVWY,3983.0
trial2601,MarketMaker,3325.0
trial2601,GVWY,3482.0
trial2602,MarketMaker,3069.0
trial2602,GVWY,3261.0
trial2603,MarketMaker,3428.0
trial2603,GVWY,3263.0
trial2604,MarketMaker,3293.0
trial2604,GVWY,3709.0
trial2605,MarketMaker,3203.0
trial2605,GVWY,3176.0
trial2606,MarketMaker,4466.0
trial2606,GVWY,2284.0
trial2607,MarketMaker,2893.0
trial2607,GVWY,3580.0
trial2608,MarketMaker,4010.0
trial2608,GVWY,2987.0
trial2609,MarketMaker,3814.0
trial2609,GVWY,3186.0
trial2610,MarketMaker,4242.0
trial2610,GVWY,3465.0
trial2611,MarketMaker,3667.0
trial2611,GVWY,3585.0
trial2612,MarketMaker,2827.0
trial2612,GVWY,3815.0
trial2613,MarketMaker,1938.0
trial2613,GVWY,3480.0
trial2614,MarketMaker,3481.0
trial2614,GVWY,2897.0
trial2615,MarketMaker,3355.0
trial2615,GVWY,3998.0
trial2616,MarketMaker,3159.0
trial2616,GVWY,3541.0
trial2617,MarketMaker,4397.0
trial2617,GVWY,3122.0
trial2618,MarketMaker,3075.0
trial2618,GVWY,3738.0
trial2619,MarketMaker,2670.0
trial2619,GVWY,3813.0
trial2620,MarketMaker,3413.0
trial2620,GVWY,3272.0
trial2621,MarketMaker,2603.0
trial2621,GVWY,3351.0
trial2622,MarketMaker,2872.0
trial2622,GVWY,3776.0
trial2623,MarketMaker,3023.0
trial2623,GVWY,3122.0
trial2624,MarketMaker,4026.0
trial2624,GVWY,2935.0
trial2625,MarketMaker,3417.0
trial2625,GVWY,4285.0
trial2626,MarketMaker,3301.0
trial2626,GVWY,3090.0
trial2627,MarketMaker,3163.0
trial2627,GVWY,3466.0
trial2628,MarketMaker,3468.0
trial2628,GVWY,4526.0
trial2629,MarketMaker,2702.0
trial2629,GVWY,3343.0
trial2630,MarketMaker,2816.0
trial2630,GVWY,3368.0
trial2631,MarketMaker,2533.0
trial2631,GVWY,4286.0
trial2632,MarketMaker,3583.0
trial2632,GVWY,3090.0
trial2633,MarketMaker,2566.0
trial2633,GVWY,3003.0
trial2634,MarketMaker,3212.0
trial2634,GVWY,2714.0
trial2635,MarketMaker,3510.0
trial2635,GVWY,3425.0
trial2636,MarketMaker,3194.0
trial2636,GVWY,3856.0
trial2637,MarketMaker,3148.0
trial2637,GVWY,3000.0
trial2638,MarketMaker,2618.0
trial2638,GVWY,3340.0
trial2639,MarketMaker,3176.0
trial2639,GVWY,2745.0
trial2640,MarketMaker,3540.0
trial2640,GVWY,3280.0
trial2641,MarketMaker,3752.0
trial2641,GVWY,3714.0
trial2642,MarketMaker,3248.0
trial2642,GVWY,3484.0
trial2643,MarketMaker,3584.0
trial2643,GVWY,3643.0
trial2644,MarketMaker,3434.0
trial2644,GVWY,2821.0
trial2645,MarketMaker,3552.0
trial2645,GVWY,3362.0
trial2646,MarketMaker,3033.0
trial2646,GVWY,3964.0
trial2647,MarketMaker,3690.0
trial2647,GVWY,3785.0
trial2648,MarketMaker,3500.0
trial2648,GVWY,4041.0
trial2649,MarketMaker,2645.0
trial2649,GVWY,3083.0
trial2650,MarketMaker,3858.0
trial2650,GVWY,2815.0
trial2651,MarketMaker,3305.0
trial2651,GVWY,3192.0
trial2652,MarketMaker,2660.0
trial2652,GVWY,3650.0
trial2653,MarketMaker,3059.0
trial2653,GVWY,3993.0
trial2654,MarketMaker,3405.0
trial2654,GVWY,2685.0
trial2655,MarketMaker,3196.0
trial2655,GVWY,3041.0
trial2656,MarketMaker,3140.0
trial2656,GVWY,3113.0
trial2657,MarketMaker,4317.0
trial2657,GVWY,3365.0
trial2658,MarketMaker,3696.0
trial2658,GVWY,3305.0
trial2659,MarketMaker,3507.0
trial2659,GVWY,3366.0
trial2660,MarketMaker,3746.0
trial2660,GVWY,3964.0
trial2661,MarketMaker,3052.0
trial2661,GVWY,3368.0
trial2662,MarketMaker,3116.0
trial2662,GVWY,3294.0
trial2663,MarketMaker,3303.0
trial2663,GVWY,3686.0
trial2664,MarketMaker,3447.0
trial2664,GVWY,3765.0
trial2665,MarketMaker,3527.0
trial2665,GVWY,3464.0
trial2666,MarketMaker,2874.0
trial2666,GVWY,3093.0
trial2667,MarketMaker,3241.0
trial2667,GVWY,2957.0
trial2668,MarketMaker,3861.0
trial2668,GVWY,3339.0
trial2669,MarketMaker,3464.0
trial2669,GVWY,4089.0
trial2670,MarketMaker,3393.0
trial2670,GVWY,3365.0
trial2671,MarketMaker,3306.0
trial2671,GVWY,3554.0
trial2672,MarketMaker,3687.0
trial2672,GVWY,3019.0
trial2673,MarketMaker,4291.0
trial2673,GVWY,2794.0
trial2674,MarketMaker,2962.0
trial2674,GVWY,3425.0
trial2675,MarketMaker,3263.0
trial2675,GVWY,2787.0
trial2676,MarketMaker,3337.0
trial2676,GVWY,3427.0
trial2677,MarketMaker,3215.0
trial2677,GVWY,4195.0
trial2678,MarketMaker,3615.0
trial2678,GVWY,3427.0
trial2679,MarketMaker,4670.0
trial2679,GVWY,3170.0
trial2680,MarketMaker,3444.0
trial2680,GVWY,3713.0
trial2681,MarketMaker,3323.0
trial2681,GVWY,3246.0
trial2682,MarketMaker,2865.0
trial2682,GVWY,3539.0
trial2683,MarketMaker,3305.0
trial2683,GVWY,3286.0
trial2684,MarketMaker,3320.0
trial2684,GVWY,3652.0
trial2685,MarketMaker,3287.0
trial2685,GVWY,3693.0
trial2686,MarketMaker,2999.0
trial2686,GVWY,3239.0
trial2687,MarketMaker,3380.0
trial2687,GVWY,4076.0
trial2688,MarketMaker,3206.0
trial2688,GVWY,3694.0
trial2689,MarketMaker,2771.0
trial2689,GVWY,4375.0
trial2690,MarketMaker,2702.0
trial2690,GVWY,4207.0
trial2691,MarketMaker,3069.0
trial2691,GVWY,2402.0
trial2692,MarketMaker,3248.0
trial2692,GVWY,4000.0
trial2693,MarketMaker,3521.0
trial2693,GVWY,3552.0
trial2694,MarketMaker,3438.0
trial2694,GVWY,3697.0
trial2695,MarketMaker,3410.0
trial2695,GVWY,3679.0
trial2696,MarketMaker,3597.0
trial2696,GVWY,2975.0
trial2697,MarketMaker,3081.0
trial2697,GVWY,4041.0
trial2698,MarketMaker,4003.0
trial2698,GVWY,3342.0
trial2699,MarketMaker,3079.0
trial2699,GVWY,3197.0
trial2700,MarketMaker,2889.0
trial2700,GVWY,4117.0
trial2701,MarketMaker,3828.0
trial2701,GVWY,3667.0
trial2702,MarketMaker,2788.0
trial2702,GVWY,3215.0
trial2703,MarketMaker,3496.0
trial2703,GVWY,3837.0
trial2704,MarketMaker,3987.0
trial2704,GVWY,4291.0
trial2705,MarketMaker,3255.0
trial2705,GVWY,3233.0
trial2706,MarketMaker,2989.0
trial2706,GVWY,3188.0
trial2707,MarketMaker,3616.0
trial2707,GVWY,3194.0
trial2708,MarketMaker,3342.0
trial2708,GVWY,3464.0
trial2709,MarketMaker,3866.0
trial2709,GVWY,2936.0
trial2710,MarketMaker,4066.0
trial2710,GVWY,3637.0
trial2711,MarketMaker,2905.0
trial2711,GVWY,3364.0
trial2712,MarketMaker,3618.0
trial2712,GVWY,3269.0
trial2713,MarketMaker,3474.0
trial2713,GVWY,3122.0
trial2714,MarketMaker,3812.0
trial2714,GVWY,3171.0
trial2715,MarketMaker,2973.0
trial2715,GVWY,2896.0
trial2716,MarketMaker,2515.0
trial2716,GVWY,3701.0
trial2717,MarketMaker,4562.0
trial2717,GVWY,3005.0
trial2718,MarketMaker,3960.0
trial2718,GVWY,3241.0
trial2719,MarketMaker,3817.0
trial2719,GVWY,2976.0
trial2720,MarketMaker,3720.0
trial2720,GVWY,4413.0
trial2721,MarketMaker,3076.0
trial2721,GVWY,2959.0
trial2722,MarketMaker,2053.0
trial2722,GVWY,4227.0
trial2723,MarketMaker,3576.0
trial2723,GVWY,3644.0
trial2724,MarketMaker,4165.0
trial2724,GVWY,3903.0
trial2725,MarketMaker,3247.0
trial2725,GVWY,2989.0
trial2726,MarketMaker,3045.0
trial2726,GVWY,3170.0
trial2727,MarketMaker,3395.0
trial2727,GVWY,2894.0
trial2728,MarketMaker,4180.0
trial2728,GVWY,3089.0
trial2729,MarketMaker,3396.0
trial2729,GVWY,4172.0
trial2730,MarketMaker,3492.0
trial2730,GVWY,4105.0
trial2731,MarketMaker,3612.0
trial2731,GVWY,3151.0
trial2732,MarketMaker,4089.0
trial2732,GVWY,2916.0
trial2733,MarketMaker,3389.0
trial2733,GVWY,3780.0
trial2734,MarketMaker,3558.0
trial2734,GVWY,3838.0
trial2735,MarketMaker,2752.0
trial2735,GVWY,3978.0
trial2736,MarketMaker,3764.0
trial2736,GVWY,3338.0
trial2737,MarketMaker,3727.0
trial2737,GVWY,3288.0
trial2738,MarketMaker,3114.0
trial2738,GVWY,3733.0
trial2739,MarketMaker,4113.0
trial2739,GVWY,3031.0
trial2740,MarketMaker,3245.0
trial2740,GVWY,3847.0
trial2741,MarketMaker,3958.0
trial2741,GVWY,3196.0
trial2742,MarketMaker,2968.0
trial2742,GVWY,3534.0
trial2743,MarketMaker,3132.0
trial2743,GVWY,3095.0
trial2744,MarketMaker,2740.0
trial2744,GVWY,3617.0
trial2745,MarketMaker,2952.0
trial2745,GVWY,3375.0
trial2746,MarketMaker,2893.0
trial2746,GVWY,3184.0
trial2747,MarketMaker,3497.0
trial2747,GVWY,3370.0
trial2748,MarketMaker,3688.0
trial2748,GVWY,3439.0
trial2749,MarketMaker,3874.0
trial2749,GVWY,3331.0
trial2750,MarketMaker,3422.0
trial2750,GVWY,3595.0
trial2751,MarketMaker,3118.0
trial2751,GVWY,3961.0
trial2752,MarketMaker,3471.0
trial2752,GVWY,4097.0
trial2753,MarketMaker,2894.0
trial2753,GVWY,3518.0
trial2754,MarketMaker,3054.0
trial2754,GVWY,3230.0
trial2755,MarketMaker,3401.0
trial2755,GVWY,3491.0
trial2756,MarketMaker,2886.0
trial2756,GVWY,3718.0
trial2757,MarketMaker,2740.0
trial2757,GVWY,2981.0
trial2758,MarketMaker,2919.0
trial2758,GVWY,3486.0
trial2759,MarketMaker,2293.0
trial2759,GVWY,3673.0
trial2760,MarketMaker,3673.0
trial2760,GVWY,3424.0
trial2761,MarketMaker,3505.0
trial2761,GVWY,3947.0
trial2762,MarketMaker,3290.0
trial2762,GVWY,2909.0
trial2763,MarketMaker,3700.0
trial2763,GVWY,2731.0
trial2764,MarketMaker,3348.0
trial2764,GVWY,3398.0
trial2765,MarketMaker,2781.0
trial2765,GVWY,2772.0
trial2766,MarketMaker,3258.0
trial2766,GVWY,3670.0
trial2767,MarketMaker,3580.0
trial2767,GVWY,3310.0
trial2768,MarketMaker,3811.0
trial2768,GVWY,3550.0
trial2769,MarketMaker,2513.0
trial2769,GVWY,3428.0
trial2770,MarketMaker,3174.0
trial2770,GVWY,3575.0
trial2771,MarketMaker,3208.0
trial2771,GVWY,4070.0
trial2772,MarketMaker,3634.0
trial2772,GVWY,3105.0
trial2773,MarketMaker,2970.0
trial2773,GVWY,3559.0
trial2774,MarketMaker,3659.0
trial2774,GVWY,2934.0
trial2775,MarketMaker,4465.0
trial2775,GVWY,2375.0
trial2776,MarketMaker,4049.0
trial2776,GVWY,3329.0
trial2777,MarketMaker,3011.0
trial2777,GVWY,3178.0
trial2778,MarketMaker,3837.0
trial2778,GVWY,3417.0
trial2779,MarketMaker,3351.0
trial2779,GVWY,3879.0
trial2780,MarketMaker,2409.0
trial2780,GVWY,3906.0
trial2781,MarketMaker,2906.0
trial2781,GVWY,3810.0
trial2782,MarketMaker,2743.0
trial2782,GVWY,3622.0
trial2783,MarketMaker,3095.0
trial2783,GVWY,4291.0
trial2784,MarketMaker,2608.0
trial2784,GVWY,2641.0
trial2785,MarketMaker,2476.0
trial2785,GVWY,2698.0
trial2786,MarketMaker,3011.0
trial2786,GVWY,3413.0
trial2787,MarketMaker,3109.0
trial2787,GVWY,3175.0
trial2788,MarketMaker,3524.0
trial2788,GVWY,2927.0
trial2789,MarketMaker,3487.0
trial2789,GVWY,2539.0
trial2790,MarketMaker,3479.0
trial2790,GVWY,3769.0
trial2791,MarketMaker,3113.0
trial2791,GVWY,3208.0
trial2792,MarketMaker,3044.0
trial2792,GVWY,2945.0
trial2793,MarketMaker,3558.0
trial2793,GVWY,2751.0
trial2794,MarketMaker,4272.0
trial2794,GVWY,3557.0
trial2795,MarketMaker,2835.0
trial2795,GVWY,3181.0
trial2796,MarketMaker,2977.0
trial2796,GVWY,3699.0
trial2797,MarketMaker,3720.0
trial2797,GVWY,3388.0
trial2798,MarketMaker,3290.0
trial2798,GVWY,2880.0
trial2799,MarketMaker,3277.0
trial2799,GVWY,3307.0
