MarketMaker_chunk_1:
TraderTypes,mean,std,var
MarketMaker,772.8,321.18639448145996,103160.70000000001


MarketMaker_chunk_2:
TraderTypes,mean,std,var
MarketMaker,859.0,,


ZIC_chunk_1:
TraderTypes,mean,std,var
ZIC,338.5,208.59650045003153,43512.5


ZIP_chunk_1:
TraderTypes,mean,std,var
ZIP,965.0,659.0235200658623,434312.0


GVWY_chunk_1:
TraderTypes,mean,std,var
GVWY,754.0,165.46298679765212,27378.0


